,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau
4905,F,N,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,37.77534246575343,10.471232876712328,1,1,1,0,1.0,False
4908,F,N,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,29.78630136986301,2.8794520547945206,1,0,0,0,3.0,False
4909,F,N,Y,0,Commercial associate,Higher education,Separated,House / apartment,44.48219178082192,8.219178082191782,1,0,0,0,1.0,False
4911,M,N,Y,0,Commercial associate,Higher education,Separated,House / apartment,28.16986301369863,0.2958904109589041,1,0,0,0,1.0,False
4913,M,N,N,1,Commercial associate,Higher education,Separated,House / apartment,29.523287671232875,3.2164383561643834,1,0,0,0,2.0,False
4917,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.394520547945206,-1000.6657534246576,1,0,0,0,2.0,False
4921,M,Y,N,0,Working,Higher education,Single / not married,House / apartment,28.65753424657534,0.6328767123287671,1,0,0,0,1.0,False
4922,M,Y,N,0,Commercial associate,Higher education,Married,House / apartment,36.35890410958904,4.298630136986302,1,0,0,0,2.0,False
4923,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.8027397260274,7.134246575342465,1,0,0,0,2.0,False
4925,F,Y,N,0,Working,Higher education,Married,House / apartment,54.69315068493151,3.3835616438356166,1,0,1,0,2.0,False
4927,F,N,N,0,Commercial associate,Higher education,Married,House / apartment,37.58904109589041,5.298630136986302,1,0,1,0,2.0,False
4928,M,Y,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,25.41917808219178,3.0493150684931507,1,0,0,0,1.0,False
4932,M,N,Y,1,Working,Higher education,Married,House / apartment,25.86575342465753,3.3835616438356166,1,0,0,0,3.0,False
4936,F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.91506849315068,-1000.6657534246576,1,0,0,0,1.0,False
4939,M,Y,N,0,Working,Higher education,Married,House / apartment,42.51780821917808,5.550684931506849,1,1,0,0,2.0,False
4940,F,N,Y,0,Pensioner,Higher education,Married,House / apartment,61.2054794520548,-1000.6657534246576,1,0,0,0,2.0,False
4946,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,37.44657534246576,2.213698630136986,1,0,0,0,2.0,False
4948,F,N,N,1,Working,Secondary / secondary special,Separated,House / apartment,45.25205479452055,2.7150684931506848,1,0,0,0,2.0,False
4953,F,Y,Y,2,Commercial associate,Higher education,Married,With parents,34.57808219178082,3.635616438356165,1,0,0,0,4.0,False
4959,M,N,N,0,Working,Higher education,Married,House / apartment,26.684931506849317,8.301369863013699,1,0,0,0,2.0,False
4964,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,45.78082191780822,8.471232876712328,1,0,0,0,3.0,False
4965,M,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,26.64383561643836,0.3808219178082191,1,0,0,0,3.0,False
4967,M,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.12602739726027,-1000.6657534246576,1,0,0,0,2.0,False
4969,F,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.79726027397261,-1000.6657534246576,1,0,0,0,1.0,True
4971,F,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.79726027397261,-1000.6657534246576,1,0,0,0,1.0,False
4972,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,Rented apartment,46.54794520547945,5.550684931506849,1,0,0,0,2.0,False
4978,F,N,Y,0,Pensioner,Lower secondary,Married,House / apartment,65.56986301369864,-1000.6657534246576,1,0,0,0,2.0,False
4985,M,N,N,0,State servant,Secondary / secondary special,Single / not married,House / apartment,41.1972602739726,6.049315068493151,1,0,0,0,1.0,False
4986,F,Y,N,1,Working,Higher education,Married,House / apartment,36.07671232876712,7.052054794520548,1,0,0,0,3.0,False
4991,F,Y,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,52.21095890410959,10.72054794520548,1,0,0,0,1.0,False
4992,M,N,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,42.865753424657534,12.64109589041096,1,0,0,0,3.0,False
4994,M,Y,N,1,Working,Secondary / secondary special,Married,With parents,24.895890410958906,2.8794520547945206,1,0,0,0,3.0,False
4995,M,Y,Y,1,Working,Higher education,Married,House / apartment,32.23835616438356,10.63835616438356,1,1,0,0,3.0,False
4996,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,57.92876712328767,4.635616438356164,1,0,0,0,2.0,False
4999,F,N,N,0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,47.27945205479452,2.128767123287671,1,0,0,0,1.0,False
5001,F,N,Y,1,Working,Secondary / secondary special,Single / not married,House / apartment,41.2027397260274,9.134246575342466,1,0,1,0,2.0,False
5002,F,N,Y,0,State servant,Secondary / secondary special,Civil marriage,House / apartment,30.03013698630137,1.295890410958904,1,0,0,0,2.0,False
5007,M,Y,Y,1,State servant,Secondary / secondary special,Married,House / apartment,32.85479452054795,9.805479452054794,1,0,0,0,3.0,False
5012,F,Y,Y,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,58.97808219178082,-1000.6657534246576,1,0,0,0,2.0,False
5016,F,N,Y,0,State servant,Higher education,Married,House / apartment,48.76986301369863,23.23013698630137,1,0,0,0,2.0,False
5021,F,N,N,0,Commercial associate,Higher education,Married,House / apartment,62.59178082191781,25.312328767123287,1,0,0,0,2.0,False
5025,F,N,Y,0,Commercial associate,Higher education,Married,House / apartment,35.53972602739726,6.049315068493151,1,1,1,0,2.0,False
5028,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.31232876712329,-1000.6657534246576,1,0,1,0,2.0,False
5030,F,N,Y,0,State servant,Higher education,Separated,House / apartment,53.41917808219178,3.717808219178082,1,0,0,0,1.0,False
5032,F,Y,Y,2,State servant,Lower secondary,Married,House / apartment,38.9972602739726,15.643835616438356,1,1,0,0,4.0,False
5035,F,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,57.61643835616438,6.298630136986302,1,0,0,0,2.0,False
5039,F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.64657534246575,-1000.6657534246576,1,0,0,0,1.0,False
5046,F,Y,N,0,Working,Secondary / secondary special,Civil marriage,House / apartment,51.153424657534245,3.2164383561643834,1,0,0,0,2.0,False
5048,F,N,Y,0,Pensioner,Secondary / secondary special,Separated,House / apartment,58.917808219178085,-1000.6657534246576,1,0,1,0,1.0,False
5051,F,N,Y,2,Working,Secondary / secondary special,Civil marriage,House / apartment,37.37808219178082,10.63835616438356,1,0,0,0,4.0,False
5053,M,N,N,0,Working,Higher education,Single / not married,House / apartment,34.56438356164384,5.216438356164384,1,1,1,0,1.0,False
5056,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,55.61917808219178,8.471232876712328,1,1,1,0,2.0,False
5064,M,N,N,0,Commercial associate,Secondary / secondary special,Separated,Rented apartment,48.64383561643836,11.884931506849314,1,0,0,0,1.0,False
5066,F,N,Y,0,Working,Secondary / secondary special,Civil marriage,House / apartment,44.16438356164384,2.7150684931506848,1,0,1,0,2.0,False
5068,M,Y,N,0,Working,Higher education,Married,With parents,30.254794520547943,5.717808219178083,1,0,0,0,2.0,False
5071,F,Y,Y,0,State servant,Secondary / secondary special,Married,House / apartment,52.83287671232877,7.134246575342465,1,1,1,0,2.0,False
5074,F,Y,Y,0,Pensioner,Higher education,Married,House / apartment,61.42465753424658,-1000.6657534246576,1,0,1,0,2.0,False
5077,M,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,39.89041095890411,6.635616438356164,1,0,0,0,2.0,False
5078,M,Y,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,55.18356164383562,0.2958904109589041,1,0,0,0,1.0,False
5079,F,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,66.17260273972603,-1000.6657534246576,1,0,0,0,1.0,False
5081,F,N,N,1,Commercial associate,Secondary / secondary special,Married,House / apartment,31.36164383561644,8.301369863013699,1,0,0,0,3.0,False
5085,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,49.87945205479452,11.221917808219178,1,0,0,0,2.0,False
5086,F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.96986301369863,-1000.6657534246576,1,0,0,0,2.0,False
5089,M,Y,Y,2,Commercial associate,Higher education,Married,House / apartment,47.342465753424655,1.547945205479452,1,1,0,0,4.0,False
5090,M,Y,Y,2,Pensioner,Lower secondary,Married,House / apartment,60.14794520547945,-1000.6657534246576,1,0,0,0,4.0,False
5091,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.43287671232877,-1000.6657534246576,1,0,0,0,2.0,False
5095,M,Y,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,28.698630136986303,7.553424657534246,1,1,1,1,1.0,False
5097,M,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,50.983561643835614,-1000.6657534246576,1,0,1,0,2.0,False
5099,M,Y,N,2,Commercial associate,Secondary / secondary special,Married,House / apartment,36.15068493150685,3.468493150684932,1,0,0,0,4.0,False
5100,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.10410958904109,-1000.6657534246576,1,0,1,0,2.0,False
5108,F,N,Y,0,State servant,Secondary / secondary special,Married,House / apartment,49.33698630136986,6.468493150684932,1,1,0,0,2.0,False
5109,F,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60.87123287671233,-1000.6657534246576,1,0,0,0,1.0,False
5113,M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,37.78356164383562,7.720547945205479,1,1,1,0,3.0,False
5114,F,N,N,1,Working,Secondary / secondary special,Civil marriage,Municipal apartment,44.5013698630137,8.967123287671233,1,0,1,0,3.0,False
5117,F,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.575342465753423,5.216438356164384,1,0,0,0,2.0,False
5118,F,N,Y,0,Pensioner,Higher education,Married,House / apartment,66.58904109589041,-1000.6657534246576,1,0,0,0,2.0,False
5119,F,Y,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.71506849315068,-1000.6657534246576,1,0,0,0,1.0,False
5121,F,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,46.94794520547945,3.468493150684932,1,0,0,0,3.0,False
5122,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,54.9972602739726,17.39178082191781,1,0,1,0,2.0,False
5127,F,Y,Y,0,Working,Higher education,Married,House / apartment,28.72876712328767,2.8,1,1,1,1,2.0,False
5128,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,59.18082191780822,4.383561643835616,1,0,1,0,2.0,False
5130,F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.23287671232877,7.638356164383562,1,1,1,0,2.0,False
5132,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.06575342465754,-1000.6657534246576,1,0,1,0,2.0,False
5133,F,N,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,42.37260273972603,6.216438356164384,1,0,1,0,3.0,False
5135,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.78356164383562,-1000.6657534246576,1,0,0,0,2.0,False
5136,M,N,Y,1,Working,Lower secondary,Married,House / apartment,28.98904109589041,4.635616438356164,1,1,0,0,3.0,False
5138,M,N,Y,1,Working,Lower secondary,Married,House / apartment,28.98904109589041,4.635616438356164,1,1,0,0,3.0,True
5141,M,Y,N,0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.44931506849315,7.052054794520548,1,0,0,0,2.0,False
5142,F,N,Y,0,Working,Secondary / secondary special,Civil marriage,With parents,39.41369863013698,0.3808219178082191,1,1,1,0,2.0,False
5145,F,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,60.87671232876713,2.547945205479452,1,0,0,0,1.0,False
5148,F,N,N,0,Working,Incomplete higher,Married,House / apartment,53.583561643835615,5.216438356164384,1,0,0,0,2.0,False
5152,F,N,Y,0,Pensioner,Higher education,Married,House / apartment,58.706849315068496,-1000.6657534246576,1,0,1,0,2.0,False
5156,F,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,66.34520547945205,-1000.6657534246576,1,0,0,0,1.0,False
5161,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,59.583561643835615,3.802739726027397,1,0,0,0,2.0,False
5162,M,Y,Y,0,Working,Higher education,Married,House / apartment,39.632876712328766,4.298630136986302,1,0,1,0,2.0,False
5163,F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.59452054794521,-1000.6657534246576,1,0,0,0,2.0,False
5165,F,N,Y,1,Commercial associate,Higher education,Married,House / apartment,38.65753424657535,13.64109589041096,1,0,1,0,3.0,False
5166,M,Y,Y,0,State servant,Higher education,Married,House / apartment,45.98082191780822,1.295890410958904,1,0,1,0,2.0,False
5167,F,N,N,0,Working,Secondary / secondary special,Married,With parents,44.83835616438356,0.2958904109589041,1,0,0,0,2.0,False
5171,F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.90958904109588,-1000.6657534246576,1,0,0,0,1.0,False
5172,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,With parents,27.34246575342466,0.9616438356164384,1,0,0,0,2.0,False
5174,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.05205479452055,-1000.6657534246576,1,0,0,0,2.0,False
5175,F,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,40.23835616438356,2.1534246575342464,1,0,0,0,3.0,False
5177,F,N,Y,0,Commercial associate,Higher education,Separated,House / apartment,53.70958904109589,2.6575342465753424,1,0,0,0,1.0,False
5183,M,N,Y,1,Working,Secondary / secondary special,Civil marriage,House / apartment,36.47671232876712,1.4904109589041097,1,0,0,0,3.0,False
5185,F,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,53.24109589041096,10.663013698630136,1,0,0,0,2.0,False
5190,M,Y,N,0,Pensioner,Higher education,Married,House / apartment,55.32876712328767,-1000.6657534246576,1,0,0,0,2.0,False
5195,M,Y,Y,1,State servant,Higher education,Married,Office apartment,35.61917808219178,3.3232876712328765,1,0,0,0,3.0,False
5197,F,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,41.32328767123288,2.32054794520548,1,0,0,0,3.0,False
5203,F,N,Y,0,Working,Higher education,Separated,House / apartment,49.67123287671233,1.8246575342465756,1,1,1,0,1.0,False
5206,M,Y,Y,0,Working,Higher education,Married,House / apartment,47.273972602739725,13.32876712328767,1,0,0,0,2.0,False
5207,F,Y,Y,0,Commercial associate,Higher education,Civil marriage,House / apartment,38.71506849315068,7.326027397260274,1,0,1,0,2.0,False
5210,M,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.52876712328767,-1000.6657534246576,1,0,0,0,2.0,False
5211,M,N,N,1,Commercial associate,Higher education,Married,House / apartment,48.2,6.493150684931507,1,0,0,1,3.0,False
5213,F,N,Y,3,State servant,Higher education,Married,House / apartment,35.35342465753425,3.8465753424657536,1,0,1,0,5.0,False
5214,F,N,Y,1,Commercial associate,Higher education,Married,House / apartment,30.77260273972603,1.263013698630137,1,0,1,0,3.0,False
5215,F,Y,N,1,Working,Secondary / secondary special,Separated,House / apartment,40.50958904109589,12.605479452054794,1,0,0,0,2.0,False
5219,F,N,N,1,State servant,Higher education,Married,House / apartment,38.54520547945206,6.849315068493151,1,1,1,1,3.0,False
5229,F,N,N,0,Commercial associate,Higher education,Civil marriage,House / apartment,25.41917808219178,0.9287671232876712,1,0,1,0,2.0,False
5232,M,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,37.67945205479453,13.186301369863012,1,0,1,0,2.0,False
5233,F,N,Y,2,Working,Secondary / secondary special,Single / not married,House / apartment,40.32054794520548,4.098630136986301,1,0,0,0,3.0,False
5234,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,48.71780821917808,9.016438356164384,1,1,1,0,2.0,False
5237,F,N,N,0,Working,Higher education,Married,House / apartment,39.49041095890411,3.432876712328768,1,0,0,0,2.0,False
5238,F,N,Y,0,Working,Higher education,Separated,House / apartment,48.26849315068493,10.26849315068493,1,0,0,0,1.0,False
